blank,datetime,temperature,precipitationform,precipitationprob,humidity,windspeed,winddirection,cloud,precipitation,year,month,day,hour,pressure
21.0,2017-05-01 21:00:00,17.0,0.0,10.0,60.0,3.2,124.0,2.0,0.0,2017.0,5.0,1.0,21.0,1010.8
22.0,2017-05-01 22:00:00,15.666666666666666,0.0,10.0,61.66666666666666,2.8666666666666667,118.66666666666669,2.0,0.0,2017.0,5.0,1.0,22.0,1011.2
23.0,2017-05-01 23:00:00,14.333333333333334,0.0,10.0,63.333333333333336,2.5333333333333337,113.33333333333331,2.0,0.0,2017.0,5.0,1.0,23.0,1011.2
24.0,2017-05-02 00:00:00,13.0,0.0,10.0,65.0,2.2,108.0,2.0,0.0,2017.0,5.0,2.0,0.0,1011.3
25.0,2017-05-02 01:00:00,12.0,0.0,10.0,70.0,1.8666666666666667,97.33333333333331,2.0,0.0,2017.0,5.0,2.0,1.0,1011.7
26.0,2017-05-02 02:00:00,11.0,0.0,10.0,75.0,1.5333333333333332,86.66666666666667,2.0,0.0,2017.0,5.0,2.0,2.0,1011.6
27.0,2017-05-02 03:00:00,10.0,0.0,10.0,80.0,1.2,76.0,2.0,0.0,2017.0,5.0,2.0,3.0,1011.9
28.0,2017-05-02 04:00:00,9.333333333333334,0.0,10.0,83.33333333333333,1.1333333333333333,78.66666666666667,2.0,0.0,2017.0,5.0,2.0,4.0,1011.9
29.0,2017-05-02 05:00:00,8.666666666666666,0.0,10.0,86.66666666666667,1.0666666666666669,81.33333333333333,2.0,0.0,2017.0,5.0,2.0,5.0,1012.2
30.0,2017-05-02 06:00:00,8.0,0.0,10.0,90.0,1.0,84.0,2.0,0.0,2017.0,5.0,2.0,6.0,1012.8
31.0,2017-05-02 07:00:00,11.0,0.0,10.0,78.33333333333333,1.5666666666666669,89.33333333333333,2.0,0.0,2017.0,5.0,2.0,7.0,1013.4
32.0,2017-05-02 08:00:00,14.0,0.0,10.0,66.66666666666667,2.1333333333333337,94.66666666666669,2.0,0.0,2017.0,5.0,2.0,8.0,1013.7
33.0,2017-05-02 09:00:00,17.0,0.0,10.0,55.0,2.7,100.0,2.0,0.0,2017.0,5.0,2.0,9.0,1013.9
34.0,2017-05-02 10:00:00,19.666666666666668,0.0,10.0,45.0,2.7333333333333334,104.33333333333331,2.0,0.0,2017.0,5.0,2.0,10.0,1014.0
35.0,2017-05-02 11:00:00,22.33333333333333,0.0,10.0,35.0,2.7666666666666666,108.66666666666669,2.0,0.0,2017.0,5.0,2.0,11.0,1014.2
36.0,2017-05-02 12:00:00,25.0,0.0,10.0,25.0,2.8,113.0,2.0,0.0,2017.0,5.0,2.0,12.0,1013.7
37.0,2017-05-02 13:00:00,25.666666666666668,0.0,10.0,21.666666666666668,3.1333333333333333,112.66666666666669,2.0,0.0,2017.0,5.0,2.0,13.0,1013.1
38.0,2017-05-02 14:00:00,26.33333333333333,0.0,10.0,18.33333333333333,3.4666666666666663,112.33333333333331,2.0,0.0,2017.0,5.0,2.0,14.0,1012.5
39.0,2017-05-02 15:00:00,27.0,0.0,10.0,15.0,3.8,112.0,2.0,0.0,2017.0,5.0,2.0,15.0,1011.6
40.0,2017-05-02 16:00:00,26.0,0.0,10.0,18.33333333333333,3.8,115.66666666666669,2.0,0.0,2017.0,5.0,2.0,16.0,1011.2
41.0,2017-05-02 17:00:00,25.0,0.0,10.0,21.666666666666668,3.8,119.33333333333331,2.0,0.0,2017.0,5.0,2.0,17.0,1011.3
42.0,2017-05-02 18:00:00,24.0,0.0,10.0,25.0,3.8,123.0,2.0,0.0,2017.0,5.0,2.0,18.0,1011.6
43.0,2017-05-02 19:00:00,21.0,0.0,10.0,33.333333333333336,3.5,125.66666666666669,2.0,0.0,2017.0,5.0,2.0,19.0,1011.7
44.0,2017-05-02 20:00:00,18.0,0.0,10.0,41.66666666666667,3.2,128.33333333333334,2.0,0.0,2017.0,5.0,2.0,20.0,1012.3
45.0,2017-05-02 21:00:00,15.0,0.0,10.0,50.0,2.9,131.0,2.0,0.0,2017.0,5.0,2.0,21.0,1013.1
46.0,2017-05-02 22:00:00,13.333333333333334,0.0,10.0,61.66666666666666,2.2,115.0,2.0,0.0,2017.0,5.0,2.0,22.0,1013.7
47.0,2017-05-02 23:00:00,11.666666666666666,0.0,10.0,73.33333333333333,1.5000000000000002,99.0,2.0,0.0,2017.0,5.0,2.0,23.0,1013.6
48.0,2017-05-03 00:00:00,10.0,0.0,10.0,85.0,0.8,83.0,2.0,0.0,2017.0,5.0,3.0,0.0,1013.8
49.0,2017-05-03 01:00:00,9.0,0.0,10.0,90.0,0.8,65.33333333333333,2.0,0.0,2017.0,5.0,3.0,1.0,1014.1
50.0,2017-05-03 02:00:00,8.0,0.0,10.0,95.0,0.8,47.66666666666666,2.0,0.0,2017.0,5.0,3.0,2.0,1013.9
51.0,2017-05-03 03:00:00,7.0,0.0,10.0,100.0,0.8,30.0,2.0,0.0,2017.0,5.0,3.0,3.0,1013.8
52.0,2017-05-03 04:00:00,6.666666666666667,0.0,6.666666666666666,98.33333333333331,0.8,36.66666666666666,1.6666666666666667,0.0,2017.0,5.0,3.0,4.0,1013.4
53.0,2017-05-03 05:00:00,6.333333333333333,0.0,3.333333333333333,96.66666666666669,0.8,43.333333333333336,1.3333333333333337,0.0,2017.0,5.0,3.0,5.0,1013.4
54.0,2017-05-03 06:00:00,6.0,0.0,0.0,95.0,0.8,50.0,1.0,0.0,2017.0,5.0,3.0,6.0,1013.4
55.0,2017-05-03 07:00:00,9.666666666666666,0.0,0.0,80.0,0.8333333333333334,45.333333333333336,1.0,0.0,2017.0,5.0,3.0,7.0,1014.1
56.0,2017-05-03 08:00:00,13.333333333333332,0.0,0.0,65.0,0.8666666666666667,40.66666666666666,1.0,0.0,2017.0,5.0,3.0,8.0,1014.6
57.0,2017-05-03 09:00:00,17.0,0.0,0.0,50.0,0.9,36.0,1.0,0.0,2017.0,5.0,3.0,9.0,1014.3
58.0,2017-05-03 10:00:00,20.33333333333333,0.0,0.0,43.333333333333336,1.2333333333333334,68.33333333333334,1.0,0.0,2017.0,5.0,3.0,10.0,1014.0
59.0,2017-05-03 11:00:00,23.666666666666668,0.0,0.0,36.66666666666666,1.5666666666666669,100.66666666666669,1.0,0.0,2017.0,5.0,3.0,11.0,1013.5
60.0,2017-05-03 12:00:00,27.0,0.0,0.0,30.0,1.9,133.0,1.0,0.0,2017.0,5.0,3.0,12.0,1012.9
61.0,2017-05-03 13:00:00,27.33333333333333,0.0,0.0,30.0,2.1333333333333333,141.0,1.0,0.0,2017.0,5.0,3.0,13.0,1012.2
62.0,2017-05-03 14:00:00,27.666666666666668,0.0,0.0,30.0,2.3666666666666667,149.0,1.0,0.0,2017.0,5.0,3.0,14.0,1011.6
63.0,2017-05-03 15:00:00,28.0,0.0,0.0,30.0,2.6,157.0,1.0,0.0,2017.0,5.0,3.0,15.0,1010.8
64.0,2017-05-03 16:00:00,27.0,0.0,0.0,33.333333333333336,2.7666666666666666,159.0,1.0,0.0,2017.0,5.0,3.0,16.0,1010.3
65.0,2017-05-03 17:00:00,26.0,0.0,0.0,36.66666666666666,2.9333333333333336,161.0,1.0,0.0,2017.0,5.0,3.0,17.0,1010.1
66.0,2017-05-03 18:00:00,25.0,0.0,0.0,40.0,3.1,163.0,1.0,0.0,2017.0,5.0,3.0,18.0,1010.4
67.0,2017-05-03 19:00:00,22.666666666666668,0.0,0.0,50.0,2.7666666666666666,142.33333333333334,1.0,0.0,2017.0,5.0,3.0,19.0,1010.7
68.0,2017-05-03 20:00:00,20.33333333333333,0.0,0.0,60.0,2.4333333333333336,121.66666666666666,1.0,0.0,2017.0,5.0,3.0,20.0,1011.2
69.0,2017-05-03 21:00:00,18.0,0.0,0.0,70.0,2.1,101.0,1.0,0.0,2017.0,5.0,3.0,21.0,1011.9
70.0,2017-05-03 22:00:00,16.666666666666668,0.0,0.0,76.66666666666667,1.7666666666666668,83.66666666666667,1.0,0.0,2017.0,5.0,3.0,22.0,1012.0
71.0,2017-05-03 23:00:00,15.333333333333334,0.0,0.0,83.33333333333333,1.4333333333333336,66.33333333333334,1.0,0.0,2017.0,5.0,3.0,23.0,1012.0
72.0,2017-05-04 00:00:00,14.0,0.0,0.0,90.0,1.1,49.0,1.0,0.0,2017.0,5.0,4.0,0.0,1011.7
73.0,2017-05-04 01:00:00,13.333333333333334,0.0,0.0,90.0,1.0,47.66666666666666,1.0,0.0,2017.0,5.0,4.0,1.0,1011.0
74.0,2017-05-04 02:00:00,12.666666666666666,0.0,0.0,90.0,0.9,46.333333333333336,1.0,0.0,2017.0,5.0,4.0,2.0,1010.4
75.0,2017-05-04 03:00:00,12.0,0.0,0.0,90.0,0.8,45.0,1.0,0.0,2017.0,5.0,4.0,3.0,1009.8
76.0,2017-05-04 04:00:00,11.666666666666666,0.0,0.0,91.66666666666669,1.0,54.333333333333336,1.0,0.0,2017.0,5.0,4.0,4.0,1009.4
77.0,2017-05-04 05:00:00,11.333333333333334,0.0,0.0,93.33333333333331,1.2,63.66666666666667,1.0,0.0,2017.0,5.0,4.0,5.0,1009.4
78.0,2017-05-04 06:00:00,11.0,0.0,0.0,95.0,1.4,73.0,1.0,0.0,2017.0,5.0,4.0,6.0,1009.8
79.0,2017-05-04 07:00:00,14.333333333333334,0.0,3.333333333333333,85.0,1.7666666666666666,87.33333333333333,1.3333333333333333,0.0,2017.0,5.0,4.0,7.0,1009.8
80.0,2017-05-04 08:00:00,17.666666666666668,0.0,6.666666666666667,75.0,2.1333333333333333,101.66666666666669,1.6666666666666663,0.0,2017.0,5.0,4.0,8.0,1009.6
81.0,2017-05-04 09:00:00,21.0,0.0,10.0,65.0,2.5,116.0,2.0,0.0,2017.0,5.0,4.0,9.0,1009.0
82.0,2017-05-04 10:00:00,22.666666666666668,0.0,13.333333333333334,56.66666666666666,2.6333333333333333,122.0,2.333333333333333,0.0,2017.0,5.0,4.0,10.0,1008.3
83.0,2017-05-04 11:00:00,24.33333333333333,0.0,16.666666666666668,48.33333333333333,2.7666666666666666,128.0,2.6666666666666665,0.0,2017.0,5.0,4.0,11.0,1008.1
84.0,2017-05-04 12:00:00,26.0,0.0,20.0,40.0,2.9,134.0,3.0,0.0,2017.0,5.0,4.0,12.0,1007.4
85.0,2017-05-04 13:00:00,26.0,0.0,23.33333333333333,41.66666666666666,3.2666666666666666,133.0,3.333333333333333,0.0,2017.0,5.0,4.0,13.0,1006.6
86.0,2017-05-04 14:00:00,26.0,0.0,26.666666666666668,43.333333333333336,3.633333333333333,132.0,3.6666666666666665,0.0,2017.0,5.0,4.0,14.0,1006.2
87.0,2017-05-04 15:00:00,26.0,0.0,30.0,45.0,4.0,131.0,4.0,0.0,2017.0,5.0,4.0,15.0,1005.8
88.0,2017-05-04 16:00:00,25.0,0.0,30.0,50.0,3.7666666666666666,129.0,4.0,0.0,2017.0,5.0,4.0,16.0,1005.8
89.0,2017-05-04 17:00:00,24.0,0.0,30.0,55.0,3.533333333333333,127.0,4.0,0.0,2017.0,5.0,4.0,17.0,1006.0
90.0,2017-05-04 18:00:00,23.0,0.0,30.0,60.0,3.3,125.0,4.0,0.0,2017.0,5.0,4.0,18.0,1006.5
91.0,2017-05-04 19:00:00,21.666666666666668,0.3333333333333333,40.0,66.66666666666667,3.033333333333333,109.33333333333331,4.0,0.8333333333333334,2017.0,5.0,4.0,19.0,1006.8
92.0,2017-05-04 20:00:00,20.33333333333333,0.6666666666666666,50.0,73.33333333333333,2.7666666666666666,93.66666666666669,4.0,1.6666666666666667,2017.0,5.0,4.0,20.0,1007.3
93.0,2017-05-04 21:00:00,19.0,1.0,60.0,80.0,2.5,78.0,4.0,2.5,2017.0,5.0,4.0,21.0,1006.7
94.0,2017-05-04 22:00:00,18.33333333333333,1.0,60.0,85.0,2.0,55.66666666666667,4.0,3.333333333333333,2017.0,5.0,4.0,22.0,1008.0
95.0,2017-05-04 23:00:00,17.666666666666668,1.0,60.0,90.0,1.5,33.333333333333336,4.0,4.166666666666667,2017.0,5.0,4.0,23.0,1008.3
96.0,2017-05-05 00:00:00,17.0,1.0,60.0,95.0,1.0,11.0,4.0,5.0,2017.0,5.0,5.0,0.0,1007.7
97.0,2017-05-05 01:00:00,16.666666666666668,1.0,63.333333333333336,96.66666666666669,0.9,16.333333333333332,4.0,5.0,2017.0,5.0,5.0,1.0,1007.5
98.0,2017-05-05 02:00:00,16.333333333333332,1.0,66.66666666666667,98.33333333333331,0.7999999999999999,21.666666666666664,4.0,5.0,2017.0,5.0,5.0,2.0,1007.0
99.0,2017-05-05 03:00:00,16.0,1.0,70.0,100.0,0.7,27.0,4.0,5.0,2017.0,5.0,5.0,3.0,1007.0
100.0,2017-05-05 04:00:00,16.0,0.6666666666666667,56.66666666666666,100.0,0.7666666666666666,31.666666666666668,4.0,5.0,2017.0,5.0,5.0,4.0,1006.9
101.0,2017-05-05 05:00:00,16.0,0.3333333333333333,43.33333333333333,100.0,0.8333333333333334,36.333333333333336,4.0,5.0,2017.0,5.0,5.0,5.0,1006.8
102.0,2017-05-05 06:00:00,16.0,0.0,30.0,100.0,0.9,41.0,4.0,5.0,2017.0,5.0,5.0,6.0,1006.9
103.0,2017-05-05 07:00:00,17.666666666666668,0.0,30.0,96.66666666666669,0.9666666666666668,41.0,4.0,4.166666666666667,2017.0,5.0,5.0,7.0,1006.8
104.0,2017-05-05 08:00:00,19.33333333333333,0.0,30.0,93.33333333333331,1.0333333333333334,41.0,4.0,3.333333333333333,2017.0,5.0,5.0,8.0,1007.1
105.0,2017-05-05 09:00:00,21.0,0.0,30.0,90.0,1.1,41.0,4.0,2.5,2017.0,5.0,5.0,9.0,1006.8
106.0,2017-05-05 10:00:00,22.666666666666668,0.0,30.0,80.0,1.3333333333333337,71.0,4.0,1.6666666666666663,2017.0,5.0,5.0,10.0,1006.4
107.0,2017-05-05 11:00:00,24.33333333333333,0.0,30.0,70.0,1.5666666666666669,101.0,4.0,0.833333333333333,2017.0,5.0,5.0,11.0,1005.9
108.0,2017-05-05 12:00:00,26.0,0.0,30.0,60.0,1.8,131.0,4.0,0.0,2017.0,5.0,5.0,12.0,1005.5
109.0,2017-05-05 13:00:00,26.0,0.0,30.0,58.333333333333336,2.0,139.33333333333334,4.0,0.0,2017.0,5.0,5.0,13.0,1005.3
110.0,2017-05-05 14:00:00,26.0,0.0,30.0,56.66666666666666,2.2,147.66666666666666,4.0,0.0,2017.0,5.0,5.0,14.0,1005.2
111.0,2017-05-05 15:00:00,26.0,0.0,30.0,55.0,2.4,156.0,4.0,0.0,2017.0,5.0,5.0,15.0,1004.9
112.0,2017-05-05 16:00:00,25.666666666666668,0.0,26.666666666666668,56.66666666666666,2.4,164.0,3.6666666666666665,0.0,2017.0,5.0,5.0,16.0,1004.4
113.0,2017-05-05 17:00:00,25.33333333333333,0.0,23.33333333333333,58.333333333333336,2.4,172.0,3.333333333333333,0.0,2017.0,5.0,5.0,17.0,1004.0
114.0,2017-05-05 18:00:00,25.0,0.0,20.0,60.0,2.4,180.0,3.0,0.0,2017.0,5.0,5.0,18.0,1004.2
115.0,2017-05-05 19:00:00,23.33333333333333,0.0,20.0,66.66666666666667,1.9333333333333331,202.0,3.0,0.8333333333333334,2017.0,5.0,5.0,19.0,1004.4
116.0,2017-05-05 20:00:00,21.666666666666668,0.0,20.0,73.33333333333333,1.4666666666666668,224.0,3.0,1.6666666666666667,2017.0,5.0,5.0,20.0,1005.0
117.0,2017-05-05 21:00:00,20.0,0.0,20.0,80.0,1.0,246.0,3.0,2.5,2017.0,5.0,5.0,21.0,1005.9
118.0,2017-05-05 22:00:00,19.33333333333333,0.3333333333333333,33.333333333333336,86.66666666666667,1.1333333333333333,259.6666666666667,3.333333333333333,3.333333333333333,2017.0,5.0,5.0,22.0,1006.6
119.0,2017-05-05 23:00:00,18.666666666666668,0.6666666666666666,46.66666666666667,93.33333333333331,1.2666666666666666,273.3333333333333,3.6666666666666665,4.166666666666667,2017.0,5.0,5.0,23.0,1007.0
120.0,2017-05-06 00:00:00,18.0,1.0,60.0,100.0,1.4,287.0,4.0,5.0,2017.0,5.0,6.0,0.0,1007.4
121.0,2017-05-06 01:00:00,16.333333333333332,0.6666666666666667,50.0,100.0,1.7,304.6666666666667,4.0,4.166666666666667,2017.0,5.0,6.0,1.0,1007.5
122.0,2017-05-06 02:00:00,14.666666666666666,0.3333333333333333,40.0,100.0,2.0,322.3333333333333,4.0,3.333333333333333,2017.0,5.0,6.0,2.0,1008.0
123.0,2017-05-06 03:00:00,13.0,0.0,30.0,100.0,2.3,340.0,4.0,2.5,2017.0,5.0,6.0,3.0,1007.7
124.0,2017-05-06 04:00:00,12.0,0.0,26.666666666666668,96.66666666666669,2.433333333333333,346.0,3.6666666666666665,1.6666666666666663,2017.0,5.0,6.0,4.0,1007.7
125.0,2017-05-06 05:00:00,11.0,0.0,23.33333333333333,93.33333333333331,2.566666666666667,352.0,3.333333333333333,0.833333333333333,2017.0,5.0,6.0,5.0,1007.9
126.0,2017-05-06 06:00:00,10.0,0.0,20.0,90.0,2.7,358.0,3.0,0.0,2017.0,5.0,6.0,6.0,1008.4
127.0,2017-05-06 07:00:00,12.0,0.0,16.666666666666668,80.0,2.7666666666666666,356.6666666666667,2.6666666666666665,0.0,2017.0,5.0,6.0,7.0,1008.7
128.0,2017-05-06 08:00:00,14.0,0.0,13.333333333333332,70.0,2.833333333333333,355.3333333333333,2.333333333333333,0.0,2017.0,5.0,6.0,8.0,1009.0
129.0,2017-05-06 09:00:00,16.0,0.0,10.0,60.0,2.9,354.0,2.0,0.0,2017.0,5.0,6.0,9.0,1009.3
130.0,2017-05-06 10:00:00,18.33333333333333,0.0,10.0,48.333333333333336,2.933333333333333,351.0,2.0,0.0,2017.0,5.0,6.0,10.0,1009.5
131.0,2017-05-06 11:00:00,20.666666666666668,0.0,10.0,36.66666666666667,2.966666666666667,348.0,2.0,0.0,2017.0,5.0,6.0,11.0,1009.9
132.0,2017-05-06 12:00:00,23.0,0.0,10.0,25.0,3.0,345.0,2.0,0.0,2017.0,5.0,6.0,12.0,1009.5
133.0,2017-05-06 13:00:00,23.666666666666668,0.0,10.0,23.33333333333333,3.466666666666667,337.3333333333333,2.0,0.0,2017.0,5.0,6.0,13.0,1008.9
134.0,2017-05-06 14:00:00,24.33333333333333,0.0,10.0,21.666666666666668,3.9333333333333336,329.6666666666667,2.0,0.0,2017.0,5.0,6.0,14.0,1008.5
135.0,2017-05-06 15:00:00,25.0,0.0,10.0,20.0,4.4,322.0,2.0,0.0,2017.0,5.0,6.0,15.0,1008.3
136.0,2017-05-06 16:00:00,24.0,0.0,10.0,20.0,4.466666666666667,316.0,2.0,0.0,2017.0,5.0,6.0,16.0,1007.6
137.0,2017-05-06 17:00:00,23.0,0.0,10.0,20.0,4.533333333333333,310.0,2.0,0.0,2017.0,5.0,6.0,17.0,1007.5
138.0,2017-05-06 18:00:00,22.0,0.0,10.0,20.0,4.6,304.0,2.0,0.0,2017.0,5.0,6.0,18.0,1007.8
139.0,2017-05-06 19:00:00,19.33333333333333,0.0,10.0,31.666666666666664,4.433333333333333,304.6666666666667,2.0,0.0,2017.0,5.0,6.0,19.0,1008.5
140.0,2017-05-06 20:00:00,16.666666666666668,0.0,10.0,43.33333333333333,4.266666666666667,305.3333333333333,2.0,0.0,2017.0,5.0,6.0,20.0,1009.1
141.0,2017-05-06 21:00:00,14.0,0.0,10.0,55.0,4.1,306.0,2.0,0.0,2017.0,5.0,6.0,21.0,1009.8
142.0,2017-05-06 22:00:00,12.666666666666666,0.0,10.0,68.33333333333333,3.2,294.0,2.0,0.0,2017.0,5.0,6.0,22.0,1010.1
143.0,2017-05-06 23:00:00,11.333333333333334,0.0,10.0,81.66666666666667,2.3,282.0,2.0,0.0,2017.0,5.0,6.0,23.0,1009.9
144.0,2017-05-07 00:00:00,10.0,0.0,10.0,95.0,1.4,270.0,2.0,0.0,2017.0,5.0,7.0,0.0,1009.6
145.0,2017-05-07 01:00:00,9.0,0.0,6.666666666666666,96.66666666666669,1.4333333333333331,252.33333333333331,1.6666666666666667,0.0,2017.0,5.0,7.0,1.0,1009.3
146.0,2017-05-07 02:00:00,8.0,0.0,3.333333333333333,98.33333333333331,1.4666666666666666,234.66666666666663,1.3333333333333337,0.0,2017.0,5.0,7.0,2.0,1008.9
147.0,2017-05-07 03:00:00,7.0,0.0,0.0,100.0,1.5,217.0,1.0,0.0,2017.0,5.0,7.0,3.0,1008.7
148.0,2017-05-07 04:00:00,6.333333333333333,0.0,0.0,100.0,1.3333333333333333,206.66666666666663,1.0,0.0,2017.0,5.0,7.0,4.0,1008.7
149.0,2017-05-07 05:00:00,5.666666666666667,0.0,0.0,100.0,1.1666666666666667,196.33333333333331,1.0,0.0,2017.0,5.0,7.0,5.0,1008.8
150.0,2017-05-07 06:00:00,5.0,0.0,0.0,100.0,1.0,186.0,1.0,0.0,2017.0,5.0,7.0,6.0,1008.8
151.0,2017-05-07 07:00:00,9.333333333333332,0.0,0.0,88.33333333333333,1.4333333333333331,211.66666666666663,1.0,0.0,2017.0,5.0,7.0,7.0,1009.3
152.0,2017-05-07 08:00:00,13.666666666666666,0.0,0.0,76.66666666666667,1.8666666666666667,237.33333333333331,1.0,0.0,2017.0,5.0,7.0,8.0,1009.2
153.0,2017-05-07 09:00:00,18.0,0.0,0.0,65.0,2.3,263.0,1.0,0.0,2017.0,5.0,7.0,9.0,1009.2
154.0,2017-05-07 10:00:00,20.33333333333333,0.0,0.0,55.0,2.5,264.6666666666667,1.0,0.0,2017.0,5.0,7.0,10.0,1008.9
155.0,2017-05-07 11:00:00,22.666666666666668,0.0,0.0,45.0,2.7,266.3333333333333,1.0,0.0,2017.0,5.0,7.0,11.0,1008.7
156.0,2017-05-07 12:00:00,25.0,0.0,0.0,35.0,2.9,268.0,1.0,0.0,2017.0,5.0,7.0,12.0,1007.9
157.0,2017-05-07 13:00:00,25.33333333333333,0.0,0.0,33.333333333333336,3.2666666666666666,273.3333333333333,1.0,0.0,2017.0,5.0,7.0,13.0,1007.3
158.0,2017-05-07 14:00:00,25.666666666666668,0.0,0.0,31.666666666666668,3.633333333333333,278.6666666666667,1.0,0.0,2017.0,5.0,7.0,14.0,1007.1
159.0,2017-05-07 15:00:00,26.0,0.0,0.0,30.0,4.0,284.0,1.0,0.0,2017.0,5.0,7.0,15.0,1006.3
160.0,2017-05-07 16:00:00,25.33333333333333,0.0,0.0,30.0,4.233333333333333,289.6666666666667,1.0,0.0,2017.0,5.0,7.0,16.0,1005.9
161.0,2017-05-07 17:00:00,24.666666666666668,0.0,0.0,30.0,4.466666666666667,295.3333333333333,1.0,0.0,2017.0,5.0,7.0,17.0,1005.7
162.0,2017-05-07 18:00:00,24.0,0.0,0.0,30.0,4.7,301.0,1.0,0.0,2017.0,5.0,7.0,18.0,1005.8
163.0,2017-05-07 19:00:00,21.0,0.0,0.0,43.333333333333336,4.133333333333334,298.6666666666667,1.0,0.0,2017.0,5.0,7.0,19.0,1005.7
164.0,2017-05-07 20:00:00,18.0,0.0,0.0,56.66666666666667,3.5666666666666664,296.3333333333333,1.0,0.0,2017.0,5.0,7.0,20.0,1006.3
165.0,2017-05-07 21:00:00,15.0,0.0,0.0,70.0,3.0,294.0,1.0,0.0,2017.0,5.0,7.0,21.0,1007.1
166.0,2017-05-07 22:00:00,13.333333333333334,0.0,0.0,80.0,2.5666666666666664,266.6666666666667,1.0,0.0,2017.0,5.0,7.0,22.0,1007.4
167.0,2017-05-07 23:00:00,11.666666666666666,0.0,0.0,90.0,2.1333333333333333,239.33333333333331,1.0,0.0,2017.0,5.0,7.0,23.0,1008.2
168.0,2017-05-08 00:00:00,10.0,0.0,0.0,100.0,1.7,212.0,1.0,0.0,2017.0,5.0,8.0,0.0,1008.4
169.0,2017-05-08 01:00:00,9.0,0.0,3.333333333333333,100.0,1.5,203.33333333333331,1.3333333333333333,0.0,2017.0,5.0,8.0,1.0,1008.4
170.0,2017-05-08 02:00:00,8.0,0.0,6.666666666666667,100.0,1.3,194.66666666666663,1.6666666666666663,0.0,2017.0,5.0,8.0,2.0,1008.3
171.0,2017-05-08 03:00:00,7.0,0.0,10.0,100.0,1.1,186.0,2.0,0.0,2017.0,5.0,8.0,3.0,1007.6
